ph,temperature,turbidity,tds,Potability,timestamp
6.13,21.2,8.13,729.0,0,2026-05-01T06:06:56.986705+00:00
7.3,23.8,3.92,326.0,1,2026-05-01T06:07:00.033940+00:00
4.36,28.2,9.83,761.0,0,2026-05-01T06:07:04.342198+00:00
7.01,20.7,3.05,232.0,1,2026-05-01T06:07:07.416029+00:00
7.36,23.1,0.76,348.0,1,2026-05-01T06:07:10.479620+00:00
5.87,31.2,8.45,945.0,0,2026-05-01T06:07:13.535007+00:00
4.03,20.3,11.53,946.0,0,2026-05-01T06:07:16.588940+00:00
8.09,22.6,2.71,118.0,1,2026-05-01T06:07:19.636161+00:00
9.45,34.6,11.98,842.0,0,2026-05-01T06:07:22.679720+00:00
8.2,24.7,2.05,250.0,1,2026-05-01T06:07:25.726978+00:00
8.56,29.3,14.63,861.0,0,2026-05-01T06:07:28.767493+00:00
8.3,24.9,0.57,421.0,1,2026-05-01T06:07:31.814001+00:00
6.78,23.9,1.83,438.0,1,2026-05-01T06:07:34.853204+00:00
6.6,22.5,1.99,175.0,1,2026-05-01T06:07:37.900157+00:00
4.5,23.8,8.6,1193.0,0,2026-05-01T06:07:40.949095+00:00
8.19,21.7,2.27,354.0,1,2026-05-01T06:07:43.992187+00:00
5.77,25.6,13.61,631.0,0,2026-05-01T06:07:47.025402+00:00
6.15,18.7,10.82,1130.0,0,2026-05-01T06:07:50.070988+00:00
7.52,22.7,1.44,449.0,1,2026-05-01T06:07:53.117791+00:00
5.92,21.9,12.74,1017.0,0,2026-05-01T06:07:56.164950+00:00
9.09,32.3,11.49,932.0,0,2026-05-01T06:07:59.193773+00:00
7.43,29.5,14.88,957.0,0,2026-05-01T06:08:02.243306+00:00
8.34,22.8,2.63,212.0,1,2026-05-01T06:08:05.290431+00:00
7.62,20.7,3.24,215.0,1,2026-05-01T06:08:08.337330+00:00
7.14,24.7,12.44,1183.0,0,2026-05-01T06:08:11.385535+00:00
6.38,18.2,7.09,782.0,0,2026-05-01T06:08:14.410291+00:00
7.1,22.7,1.58,263.0,1,2026-05-01T06:08:17.456403+00:00
5.98,20.6,10.07,714.0,0,2026-05-01T06:08:20.503954+00:00
6.57,21.2,0.09,413.0,1,2026-05-01T06:08:23.551091+00:00
8.23,22.0,1.7,60.0,1,2026-05-01T06:08:26.598262+00:00
8.39,22.9,3.49,134.0,1,2026-05-01T06:08:29.630484+00:00
4.18,20.7,11.41,1020.0,0,2026-05-01T06:08:32.676627+00:00
7.88,25.0,2.53,144.0,1,2026-05-01T06:08:35.723006+00:00
6.97,21.5,1.95,207.0,1,2026-05-01T06:08:38.769025+00:00
4.25,20.3,5.57,900.0,0,2026-05-01T06:08:41.818635+00:00
7.98,22.3,2.72,151.0,1,2026-05-01T06:08:44.866601+00:00
6.11,26.6,6.73,633.0,0,2026-05-01T06:08:47.915451+00:00
7.6,24.0,8.58,704.0,0,2026-05-01T06:08:50.941063+00:00
7.86,33.4,13.87,921.0,0,2026-05-01T06:08:53.982551+00:00
4.59,29.9,11.1,963.0,0,2026-05-01T06:08:57.028233+00:00
7.19,23.6,3.7,138.0,1,2026-05-01T06:09:00.059785+00:00
6.23,35.06,770.37,136.61,0,2026-05-01T06:09:03.606080+00:00
6.23,35.06,770.37,136.61,0,2026-05-01T11:39:03
6.2,35.06,770.08,134.69,0,2026-05-01T06:09:06.856725+00:00
6.2,35.06,770.08,134.69,0,2026-05-01T11:39:06
6.22,35.06,768.97,137.32,0,2026-05-01T06:09:10.120611+00:00
6.22,35.06,768.97,137.32,0,2026-05-01T11:39:10
6.23,35.13,768.81,135.03,0,2026-05-01T06:09:13.382386+00:00
6.23,35.13,768.81,135.03,0,2026-05-01T11:39:13
6.2,35.13,769.11,121.09,0,2026-05-01T06:09:16.646482+00:00
6.2,35.13,769.11,121.09,0,2026-05-01T11:39:16
6.2,35.06,768.85,124.6,0,2026-05-01T06:09:19.908919+00:00
6.2,35.06,768.85,124.6,0,2026-05-01T11:39:19
6.21,35.06,768.09,118.79,0,2026-05-01T06:09:23.173096+00:00
6.21,35.06,768.09,118.79,0,2026-05-01T11:39:23
6.22,35.06,767.52,112.45,0,2026-05-01T06:09:26.435525+00:00
6.22,35.06,767.52,112.45,0,2026-05-01T11:39:26
6.24,35.06,766.15,98.91,0,2026-05-01T06:09:29.697313+00:00
6.24,35.06,766.15,98.91,0,2026-05-01T11:39:29
6.23,35.13,766.77,102.02,0,2026-05-01T06:09:32.962762+00:00
6.23,35.13,766.77,102.02,0,2026-05-01T11:39:32
6.21,35.06,766.27,110.01,0,2026-05-01T06:09:36.224322+00:00
6.21,35.06,766.27,110.01,0,2026-05-01T11:39:36
6.2,35.13,767.15,101.53,0,2026-05-01T06:09:39.488529+00:00
6.2,35.13,767.15,101.53,0,2026-05-01T11:39:39
6.2,35.13,767.41,100.54,0,2026-05-01T06:09:42.749520+00:00
6.2,35.13,767.41,100.54,0,2026-05-01T11:39:42
6.2,35.13,767.49,100.05,0,2026-05-01T06:09:46.013564+00:00
6.2,35.13,767.49,100.05,0,2026-05-01T11:39:46
6.22,35.13,767.0,103.75,0,2026-05-01T06:09:49.276120+00:00
6.22,35.13,767.0,103.75,0,2026-05-01T11:39:49
6.24,35.13,767.19,104.49,0,2026-05-01T06:09:52.540646+00:00
6.24,35.13,767.19,104.49,0,2026-05-01T11:39:52
6.2,35.13,766.91,99.05,0,2026-05-01T06:09:55.801561+00:00
6.2,35.13,766.91,99.05,0,2026-05-01T11:39:55
6.23,35.06,768.02,102.13,0,2026-05-01T06:09:59.066959+00:00
6.23,35.06,768.02,102.13,0,2026-05-01T11:39:59
6.22,35.13,766.47,98.31,0,2026-05-01T06:10:02.328505+00:00
6.22,35.13,766.47,98.31,0,2026-05-01T11:40:02
6.26,29.3,7.05,1181.0,0,2026-05-01T06:10:04.969685+00:00
6.23,35.13,767.72,111.85,0,2026-05-01T06:10:05.590889+00:00
6.23,35.13,767.72,111.85,0,2026-05-01T11:40:05
7.33,19.0,6.85,719.0,0,2026-05-01T06:10:07.992254+00:00
6.22,35.13,768.26,136.94,0,2026-05-01T06:10:08.853498+00:00
6.22,35.13,768.26,136.94,0,2026-05-01T11:40:08
7.72,21.9,1.47,365.0,1,2026-05-01T06:10:11.015270+00:00
6.21,35.06,769.28,140.66,0,2026-05-01T06:10:12.118320+00:00
6.21,35.06,769.28,140.66,0,2026-05-01T11:40:12
8.35,32.3,9.79,1161.0,0,2026-05-01T06:10:14.046505+00:00
7.23,24.6,1.04,229.0,1,2026-05-01T06:10:28.190356+00:00
6.77,22.3,0.27,358.0,1,2026-05-01T06:10:31.240149+00:00
4.95,19.8,9.14,1088.0,0,2026-05-01T06:10:34.264528+00:00
7.9,20.7,2.78,443.0,1,2026-05-01T06:10:37.311022+00:00
6.14,30.2,14.48,744.0,0,2026-05-01T06:11:18.323377+00:00
9.1,24.4,12.92,692.0,0,2026-05-01T06:11:21.374340+00:00
6.16,23.4,6.11,1048.0,0,2026-05-01T06:11:24.401733+00:00
4.03,17.6,10.66,509.0,0,2026-05-01T06:11:27.450394+00:00
6.82,24.8,0.32,271.0,1,2026-05-01T06:11:30.490730+00:00
4.8,18.4,9.03,951.0,0,2026-05-01T06:11:33.538192+00:00
7.36,22.3,2.11,423.0,1,2026-05-01T06:11:36.586466+00:00
7.3,22.9,0.98,325.0,1,2026-05-01T06:11:39.632475+00:00
7.55,21.0,2.23,309.0,1,2026-05-01T06:11:42.679464+00:00
6.74,24.5,2.48,356.0,1,2026-05-01T06:11:45.725098+00:00
7.47,34.5,12.2,816.0,0,2026-05-01T06:11:48.773937+00:00
5.89,23.7,6.25,1090.0,0,2026-05-01T06:11:51.828679+00:00
8.11,21.0,0.37,54.0,1,2026-05-01T06:11:54.878713+00:00
9.02,28.1,5.77,740.0,0,2026-05-01T06:11:57.930734+00:00
5.38,23.6,13.45,1064.0,0,2026-05-01T06:12:00.969733+00:00
6.99,24.6,4.0,223.0,1,2026-05-01T06:12:04.017792+00:00
7.21,31.8,14.27,822.0,0,2026-05-01T06:12:07.065623+00:00
7.86,20.1,0.43,356.0,1,2026-05-01T06:12:10.112551+00:00
4.76,33.9,14.12,614.0,0,2026-05-01T06:12:13.142676+00:00
8.41,22.6,2.55,274.0,1,2026-05-01T06:12:16.165244+00:00
7.14,32.6,7.94,722.0,0,2026-05-01T06:12:19.211908+00:00
8.44,19.1,6.36,518.0,0,2026-05-01T06:12:22.259326+00:00
8.39,22.2,1.62,416.0,1,2026-05-01T06:12:25.307781+00:00
7.03,20.7,0.64,281.0,1,2026-05-01T06:12:28.358813+00:00
4.88,23.8,11.07,777.0,0,2026-05-01T06:12:31.410242+00:00
7.08,21.0,1.24,405.0,1,2026-05-01T06:12:34.436453+00:00
8.99,22.1,10.39,690.0,0,2026-05-01T06:12:37.483740+00:00
7.6,25.5,10.87,753.0,0,2026-05-01T06:12:40.530871+00:00
5.93,22.7,12.07,1095.0,0,2026-05-01T06:12:43.579714+00:00
8.37,22.5,1.81,173.0,1,2026-05-01T06:12:46.627716+00:00
6.6,24.8,2.31,53.0,1,2026-05-01T06:12:49.674726+00:00
5.08,34.7,10.73,752.0,0,2026-05-01T06:12:52.722005+00:00
5.6,27.7,8.53,744.0,0,2026-05-01T06:12:55.769685+00:00
9.25,31.4,6.48,988.0,0,2026-05-01T06:12:58.808596+00:00
8.22,21.6,7.84,749.0,1,2026-05-01T06:13:01.858046+00:00
9.44,18.4,14.93,745.0,0,2026-05-01T06:13:04.906481+00:00
8.14,24.6,1.28,298.0,1,2026-05-01T06:13:07.953684+00:00
7.64,24.0,9.05,1003.0,0,2026-05-01T06:13:11.000306+00:00
6.78,21.2,1.58,97.0,1,2026-05-01T06:13:14.047532+00:00
7.89,22.0,3.25,376.0,1,2026-05-01T06:13:17.094801+00:00
7.49,22.4,10.71,983.0,0,2026-05-01T06:13:20.144127+00:00
7.37,23.9,1.3,391.0,1,2026-05-01T06:33:49.022973+00:00
9.0,31.0,14.27,711.0,0,2026-05-01T06:33:52.075045+00:00
4.25,28.3,5.33,567.0,0,2026-05-01T06:33:55.126118+00:00
7.04,24.4,3.49,276.0,1,2026-05-01T06:33:58.164607+00:00
7.11,23.1,3.13,376.0,1,2026-05-01T06:34:01.209875+00:00
8.43,20.1,3.12,116.0,1,2026-05-01T06:34:04.255256+00:00
6.87,23.6,1.37,69.0,1,2026-05-01T06:34:07.295132+00:00
6.3,33.0,11.23,1161.0,0,2026-05-01T06:34:10.322497+00:00
4.63,19.5,11.08,513.0,0,2026-05-01T06:34:13.372000+00:00
7.91,23.8,0.23,277.0,1,2026-05-01T06:34:16.406272+00:00
7.79,21.3,3.37,200.0,1,2026-05-01T06:34:19.439875+00:00
7.63,24.5,8.4,838.0,0,2026-05-01T06:34:22.489153+00:00
5.18,16.4,5.65,659.0,0,2026-05-01T06:34:25.537559+00:00
7.52,22.8,3.89,165.0,1,2026-05-01T06:34:28.584666+00:00
5.84,32.7,5.92,1146.0,0,2026-05-01T06:34:31.632763+00:00
6.28,28.3,8.08,724.0,0,2026-05-01T06:34:34.675133+00:00
5.62,27.8,7.15,936.0,0,2026-05-01T06:34:37.720803+00:00
7.71,23.9,12.58,857.0,0,2026-05-01T06:34:40.766481+00:00
6.85,22.7,0.72,252.0,1,2026-05-01T06:34:43.803593+00:00
7.0,24.9,3.09,324.0,1,2026-05-01T06:34:46.848394+00:00
8.97,28.9,6.17,1111.0,0,2026-05-01T06:34:49.900988+00:00
9.19,17.0,13.26,847.0,0,2026-05-01T06:34:52.948144+00:00
6.59,23.8,2.71,283.0,1,2026-05-01T06:34:56.003831+00:00
6.25,22.6,10.87,822.0,0,2026-05-01T06:34:59.046764+00:00
6.46,16.0,8.16,542.0,0,2026-05-01T06:35:02.072242+00:00
6.77,22.4,3.58,181.0,1,2026-05-01T06:35:05.112837+00:00
7.84,24.3,2.29,75.0,1,2026-05-01T06:35:08.141446+00:00
7.1,20.4,11.45,527.0,0,2026-05-01T06:35:11.187976+00:00
7.89,21.8,2.37,446.0,1,2026-05-01T06:35:14.234426+00:00
8.42,21.4,1.98,187.0,1,2026-05-01T06:35:17.272090+00:00
6.82,21.0,0.2,382.0,1,2026-05-01T06:35:20.318007+00:00
4.29,27.8,13.95,766.0,0,2026-05-01T06:35:23.361465+00:00
5.62,32.2,12.4,990.0,0,2026-05-01T06:35:26.409833+00:00
7.28,23.5,0.95,379.0,1,2026-05-01T06:35:29.461521+00:00
6.89,24.8,0.84,434.0,1,2026-05-01T06:35:32.507152+00:00
7.95,20.6,0.82,256.0,1,2026-05-01T06:35:35.554570+00:00
6.47,24.5,13.75,1072.0,0,2026-05-01T06:35:38.603196+00:00
6.89,22.5,2.56,111.0,1,2026-05-01T06:35:41.645196+00:00
7.08,21.0,0.42,200.0,1,2026-05-01T06:35:44.696595+00:00
7.84,30.1,11.6,758.0,0,2026-05-01T06:35:47.748088+00:00
6.85,23.7,2.74,253.0,1,2026-05-01T06:35:50.799491+00:00
8.37,23.8,1.73,99.0,1,2026-05-01T06:35:53.834593+00:00
6.56,31.7,7.72,742.0,0,2026-05-01T06:35:56.875026+00:00
9.37,26.0,12.8,918.0,0,2026-05-01T06:35:59.922534+00:00
6.76,19.2,11.48,869.0,0,2026-05-01T06:36:02.973971+00:00
5.42,34.6,11.37,1005.0,0,2026-05-01T06:36:06.022690+00:00
8.06,27.8,5.48,1124.0,0,2026-05-01T06:36:09.064837+00:00
7.21,16.5,14.27,1102.0,0,2026-05-01T06:36:12.111557+00:00
6.05,34.4,5.14,787.0,0,2026-05-01T06:36:15.157958+00:00
9.19,30.5,14.39,957.0,0,2026-05-01T06:36:18.188086+00:00
7.86,22.9,1.44,404.0,1,2026-05-01T06:36:22.554197+00:00
8.25,21.0,3.6,172.0,1,2026-05-01T06:36:25.585026+00:00
6.33,23.7,10.01,798.0,0,2026-05-01T06:36:28.610937+00:00
8.04,24.3,6.74,634.0,0,2026-05-01T06:36:31.653068+00:00
5.39,21.5,13.55,508.0,0,2026-05-01T06:36:34.702232+00:00
5.9,32.4,11.41,930.0,0,2026-05-01T06:36:37.723971+00:00
9.17,17.8,12.5,538.0,0,2026-05-01T06:36:40.756378+00:00
7.77,24.6,1.16,109.0,1,2026-05-01T06:36:43.779841+00:00
7.85,22.8,3.04,257.0,1,2026-05-01T06:36:46.827416+00:00
6.07,35.5,725.54,125.85,0,2026-05-01T06:37:30.187495+00:00
6.07,35.5,725.54,125.85,0,2026-05-01T12:07:30
5.97,35.44,722.45,97.31,0,2026-05-01T06:37:33.422983+00:00
5.97,35.44,722.45,97.31,0,2026-05-01T12:07:33
6.07,35.5,721.52,98.69,0,2026-05-01T06:37:36.684127+00:00
6.07,35.5,721.52,98.69,0,2026-05-01T12:07:36
6.08,35.5,720.22,97.21,0,2026-05-01T06:37:39.952028+00:00
6.08,35.5,720.22,97.21,0,2026-05-01T12:07:39
6.05,35.44,719.14,97.31,0,2026-05-01T06:37:43.210051+00:00
6.05,35.44,719.14,97.31,0,2026-05-01T12:07:43
6.04,35.44,717.96,97.31,0,2026-05-01T06:37:46.473381+00:00
6.04,35.44,717.96,97.31,0,2026-05-01T12:07:46
6.07,35.5,718.12,97.45,0,2026-05-01T06:37:49.735977+00:00
6.07,35.5,718.12,97.45,0,2026-05-01T12:07:49
6.06,35.44,717.66,104.68,0,2026-05-01T06:37:52.999597+00:00
6.06,35.44,717.66,104.68,0,2026-05-01T12:07:53
6.07,35.5,717.18,103.11,0,2026-05-01T06:37:56.262273+00:00
6.07,35.5,717.18,103.11,0,2026-05-01T12:07:56
6.05,35.5,717.72,95.73,0,2026-05-01T06:37:59.539773+00:00
6.05,35.5,717.72,95.73,0,2026-05-01T12:07:59
7.89,30.4,14.32,723.0,0,2026-05-01T06:40:25.106014+00:00
8.72,15.4,6.79,768.0,0,2026-05-01T06:40:28.155887+00:00
8.05,21.1,2.42,58.0,1,2026-05-01T06:40:31.185930+00:00
6.57,20.7,1.74,109.0,1,2026-05-01T06:40:34.224768+00:00
8.09,20.0,12.74,1137.0,0,2026-05-01T06:40:37.275284+00:00
7.93,22.8,3.37,321.0,1,2026-05-01T06:40:40.322680+00:00
8.46,21.2,10.62,830.0,0,2026-05-01T06:40:43.371049+00:00
6.86,20.9,1.77,367.0,1,2026-05-01T06:40:46.419606+00:00
8.07,24.1,1.42,158.0,1,2026-05-01T06:40:49.467905+00:00
7.81,23.4,0.01,178.0,1,2026-05-01T06:40:52.507775+00:00
7.1,23.9,2.47,106.0,1,2026-05-01T06:40:55.555150+00:00
6.93,22.3,2.94,156.0,1,2026-05-01T06:40:58.602151+00:00
9.3,33.2,8.98,642.0,0,2026-05-01T06:41:01.649848+00:00
6.48,29.5,5.76,1136.0,0,2026-05-01T06:41:04.701611+00:00
8.04,20.3,0.57,312.0,1,2026-05-01T06:41:07.740064+00:00
7.4,22.5,2.79,441.0,1,2026-05-01T06:41:10.786414+00:00
7.22,24.5,1.57,288.0,1,2026-05-01T06:41:13.834238+00:00
7.22,21.2,3.25,191.0,1,2026-05-01T06:41:16.881099+00:00
6.89,24.0,3.98,366.0,1,2026-05-01T06:41:19.911042+00:00
6.69,20.7,1.72,270.0,1,2026-05-01T06:41:22.938258+00:00
6.75,20.6,1.21,341.0,1,2026-05-01T06:41:25.984909+00:00
4.37,31.4,5.8,1123.0,0,2026-05-01T06:41:29.033382+00:00
6.67,25.0,2.31,244.0,1,2026-05-01T06:41:32.092908+00:00
8.02,22.5,7.01,631.0,0,2026-05-01T06:41:35.143753+00:00
6.15,24.4,9.05,898.0,0,2026-05-01T06:41:38.192316+00:00
5.92,16.4,13.01,896.0,0,2026-05-01T06:41:41.235350+00:00
6.13,34.5,14.87,1140.0,0,2026-05-01T06:41:44.283961+00:00
4.44,21.7,11.17,990.0,0,2026-05-01T06:41:47.324056+00:00
9.5,19.2,13.25,617.0,0,2026-05-01T06:41:50.371391+00:00
6.99,22.2,2.77,425.0,1,2026-05-01T06:41:53.409321+00:00
8.2,22.3,0.8,359.0,1,2026-05-01T06:41:56.475282+00:00
6.74,24.9,3.78,137.0,1,2026-05-01T06:41:59.506234+00:00
6.98,22.6,2.11,447.0,1,2026-05-01T06:42:02.552255+00:00
6.84,33.7,8.26,1137.0,0,2026-05-01T06:42:05.605472+00:00
7.83,24.5,2.51,382.0,1,2026-05-01T06:42:08.639073+00:00
7.81,21.9,0.65,62.0,1,2026-05-01T06:42:11.677443+00:00
7.08,24.4,1.63,370.0,1,2026-05-01T06:42:14.708591+00:00
8.02,22.1,1.52,151.0,1,2026-05-01T06:42:17.759486+00:00
4.94,16.9,8.88,583.0,0,2026-05-01T06:42:20.803932+00:00
8.72,30.8,11.97,1023.0,0,2026-05-01T06:42:23.840293+00:00
7.0,20.1,3.56,79.0,1,2026-05-01T06:42:26.873593+00:00
5.32,24.0,10.39,583.0,0,2026-05-01T06:42:29.897693+00:00
6.11,15.8,8.01,680.0,0,2026-05-01T06:42:32.943957+00:00
8.28,24.0,3.98,137.0,1,2026-05-01T06:42:35.991359+00:00
5.3,27.5,5.46,749.0,0,2026-05-01T06:42:39.037253+00:00
6.53,22.1,0.52,367.0,1,2026-05-01T06:42:42.081947+00:00
8.06,22.7,1.0,300.0,1,2026-05-01T06:42:45.105456+00:00
8.62,23.9,14.14,1078.0,0,2026-05-01T06:42:48.151426+00:00
8.67,26.5,12.13,720.0,0,2026-05-01T06:42:51.202471+00:00
9.33,20.1,7.26,777.0,0,2026-05-01T06:42:54.250061+00:00
8.1,20.5,9.66,1181.0,0,2026-05-01T06:42:58.564163+00:00
5.47,27.1,8.56,1197.0,0,2026-05-01T06:43:01.608897+00:00
4.01,19.6,11.4,730.0,0,2026-05-01T06:43:04.656531+00:00
7.21,21.7,0.4,410.0,1,2026-05-01T06:43:07.703355+00:00
6.69,33.2,7.71,1180.0,0,2026-05-01T06:43:10.730307+00:00
9.21,26.3,10.93,664.0,0,2026-05-01T06:43:13.777298+00:00
7.26,24.0,0.67,395.0,1,2026-05-01T06:43:16.824482+00:00
7.58,24.9,2.11,298.0,1,2026-05-01T06:43:19.876014+00:00
7.66,23.8,1.83,301.0,1,2026-05-01T06:43:22.924041+00:00
8.46,32.6,10.72,702.0,0,2026-05-01T06:43:25.956471+00:00
8.48,22.9,1.85,368.0,1,2026-05-01T06:43:28.993925+00:00
8.19,20.2,1.23,222.0,1,2026-05-01T06:43:32.037629+00:00
8.41,20.8,1.94,238.0,1,2026-05-01T06:43:35.072202+00:00
6.99,21.3,3.65,380.0,1,2026-05-01T06:43:38.118627+00:00
8.03,23.8,3.62,338.0,1,2026-05-01T06:43:41.166883+00:00
8.38,21.0,3.06,213.0,1,2026-05-01T06:43:44.213921+00:00
7.72,20.5,2.8,184.0,1,2026-05-01T06:43:47.281015+00:00
8.48,30.5,15.0,622.0,0,2026-05-01T06:43:50.331589+00:00
6.33,28.6,8.85,1163.0,0,2026-05-01T06:43:53.380207+00:00
7.59,24.5,3.46,389.0,1,2026-05-01T06:43:56.414011+00:00
6.59,21.1,3.49,427.0,1,2026-05-01T06:43:59.461362+00:00
5.32,27.4,12.46,1181.0,0,2026-05-01T06:44:04.715658+00:00
8.54,15.4,5.66,713.0,0,2026-05-01T06:44:07.770113+00:00
7.67,22.7,2.51,391.0,1,2026-05-01T06:44:10.817546+00:00
7.7,22.8,0.46,414.0,1,2026-05-01T06:44:13.865032+00:00
4.5,17.0,14.12,1146.0,0,2026-05-01T06:44:16.912665+00:00
6.14,31.6,10.73,1063.0,0,2026-05-01T06:44:19.950590+00:00
7.48,20.7,2.52,274.0,1,2026-05-01T06:44:23.006252+00:00
6.79,21.2,3.05,98.0,1,2026-05-01T06:44:26.057036+00:00
6.65,20.2,1.74,288.0,1,2026-05-01T06:44:29.109125+00:00
5.48,16.5,12.31,584.0,0,2026-05-01T06:44:32.162098+00:00
6.96,19.9,6.01,771.0,0,2026-05-01T06:44:35.221377+00:00
6.58,22.2,0.74,377.0,1,2026-05-01T06:44:38.270038+00:00
7.52,23.8,0.63,167.0,1,2026-05-01T06:44:41.316533+00:00
7.67,23.6,1.48,248.0,1,2026-05-01T06:47:24.910363+00:00
7.59,22.9,0.35,390.0,1,2026-05-01T06:47:27.954880+00:00
7.08,20.7,3.2,314.0,1,2026-05-01T06:47:30.982187+00:00
6.6,15.1,7.02,1118.0,0,2026-05-01T06:47:34.032607+00:00
6.92,23.1,1.28,417.0,1,2026-05-01T06:47:37.154195+00:00
6.68,22.0,3.86,359.0,1,2026-05-01T06:47:40.233074+00:00
8.55,19.6,7.93,872.0,0,2026-05-01T06:47:43.284072+00:00
7.66,24.5,0.42,177.0,1,2026-05-01T06:47:46.328290+00:00
8.12,27.8,8.09,889.0,0,2026-05-01T06:47:49.375478+00:00
7.32,20.7,0.7,341.0,1,2026-05-01T06:47:52.405519+00:00
8.41,25.6,7.96,1086.0,0,2026-05-01T06:47:55.454638+00:00
7.43,22.7,0.16,251.0,1,2026-05-01T06:47:58.498783+00:00
7.08,20.1,2.53,63.0,1,2026-05-01T06:48:01.543130+00:00
7.93,28.6,13.14,753.0,0,2026-05-01T06:48:04.584544+00:00
8.05,20.7,1.2,307.0,1,2026-05-01T06:48:07.647899+00:00
6.09,25.6,6.08,695.0,0,2026-05-01T06:48:10.679434+00:00
7.13,24.9,2.45,233.0,1,2026-05-01T06:48:14.887259+00:00
7.29,22.2,2.97,401.0,1,2026-05-01T06:48:17.926831+00:00
6.78,23.2,0.48,116.0,1,2026-05-01T06:49:00.053901+00:00
6.6,21.1,3.74,395.0,1,2026-05-01T06:49:03.103290+00:00
6.59,21.4,0.9,113.0,1,2026-05-01T06:49:06.131046+00:00
8.82,24.3,12.93,876.0,0,2026-05-01T06:49:09.179897+00:00
6.54,23.5,1.75,173.0,1,2026-05-01T06:49:12.221927+00:00
7.77,21.4,0.98,253.0,1,2026-05-01T06:49:15.258732+00:00
7.74,26.6,7.12,1117.0,0,2026-05-01T06:49:18.308965+00:00
6.23,26.3,6.22,719.0,0,2026-05-01T06:49:21.350199+00:00
6.84,24.0,13.3,587.0,0,2026-05-01T06:49:24.399230+00:00
9.11,28.3,12.5,607.0,0,2026-05-01T06:49:27.446675+00:00
7.1,31.7,9.88,1002.0,0,2026-05-01T06:49:30.491934+00:00
6.25,32.4,14.64,662.0,0,2026-05-01T06:49:33.538620+00:00
8.01,27.1,7.19,818.0,0,2026-05-01T06:49:36.590908+00:00
7.52,24.4,1.0,363.0,1,2026-05-01T06:49:39.638934+00:00
5.91,21.8,6.24,633.0,0,2026-05-01T06:49:42.675672+00:00
6.1,25.7,13.66,1113.0,0,2026-05-01T06:49:45.701648+00:00
7.74,24.1,3.73,274.0,1,2026-05-01T06:49:48.749237+00:00
6.56,20.9,1.78,91.0,1,2026-05-01T06:49:51.790547+00:00
8.65,30.7,7.66,1170.0,0,2026-05-01T06:49:54.830563+00:00
8.23,22.9,1.83,388.0,1,2026-05-01T06:49:57.860556+00:00
8.87,21.0,14.31,563.0,0,2026-05-01T06:50:00.903372+00:00
7.53,23.5,12.19,930.0,0,2026-05-01T06:50:03.949969+00:00
5.57,18.4,13.42,1077.0,0,2026-05-01T06:50:06.996685+00:00
8.49,21.5,3.91,107.0,1,2026-05-01T06:50:10.021391+00:00
6.24,27.7,12.77,795.0,0,2026-05-01T06:50:13.068157+00:00
4.56,34.2,10.32,1171.0,0,2026-05-01T06:50:16.120080+00:00
5.64,18.7,7.85,715.0,0,2026-05-01T06:50:19.155223+00:00
6.52,20.8,0.05,188.0,1,2026-05-01T06:50:22.203116+00:00
8.07,18.1,5.79,752.0,0,2026-05-01T06:50:25.250907+00:00
6.59,22.9,10.66,618.0,0,2026-05-01T06:50:28.285134+00:00
7.66,32.8,12.75,594.0,0,2026-05-01T06:50:31.321755+00:00
8.0,15.2,10.79,714.0,0,2026-05-01T06:50:34.634039+00:00
7.68,20.2,2.54,71.0,1,2026-05-01T06:50:37.680227+00:00
7.74,23.1,3.32,65.0,1,2026-05-01T06:50:40.727024+00:00
7.43,22.1,1.21,314.0,1,2026-05-01T06:50:43.760286+00:00
4.72,17.6,6.23,733.0,0,2026-05-01T06:50:46.810539+00:00
5.78,34.6,11.55,902.0,0,2026-05-01T06:50:49.858288+00:00
8.03,24.3,3.13,376.0,1,2026-05-01T06:50:52.906082+00:00
4.77,20.1,5.47,829.0,0,2026-05-01T06:50:55.953396+00:00
5.81,19.7,7.11,917.0,0,2026-05-01T06:50:59.000924+00:00
6.29,30.5,9.06,913.0,0,2026-05-01T06:51:02.047405+00:00
6.56,21.2,1.11,359.0,1,2026-05-01T06:51:05.075060+00:00
6.97,22.9,11.02,599.0,0,2026-05-01T06:51:08.121680+00:00
7.37,23.9,3.51,151.0,1,2026-05-01T06:51:11.168781+00:00
7.22,24.4,2.99,177.0,1,2026-05-01T06:51:14.215560+00:00
6.86,24.6,1.94,244.0,1,2026-05-01T06:51:17.263465+00:00
7.19,23.9,1.22,81.0,1,2026-05-01T06:51:20.312147+00:00
8.3,24.4,2.38,324.0,1,2026-05-01T06:51:23.362027+00:00
5.15,21.0,8.3,627.0,0,2026-05-01T06:51:27.682455+00:00
4.74,33.4,10.46,726.0,0,2026-05-01T06:51:30.730507+00:00
7.82,27.2,12.76,1173.0,0,2026-05-01T06:51:33.773414+00:00
7.95,20.4,1.85,346.0,1,2026-05-01T06:51:36.808531+00:00
6.61,24.2,3.4,111.0,1,2026-05-01T06:51:39.856040+00:00
7.57,20.9,2.4,202.0,1,2026-05-01T06:51:42.890413+00:00
7.64,22.7,2.46,54.0,1,2026-05-01T06:51:45.938499+00:00
7.85,21.2,6.91,711.0,0,2026-05-01T06:51:48.985169+00:00
6.76,17.4,12.42,537.0,0,2026-05-01T06:51:52.031816+00:00
