ph,temperature,turbidity,tds,Potability,timestamp,sensor_id
6.08,23.26,13.8,689.28,0,2026-05-03T07:18:46.011100,SENSOR_004
8.54,30.78,12.03,565.38,0,2026-05-03T07:19:46.011100,SENSOR_001
6.14,32.88,5.67,756.71,0,2026-05-03T07:20:46.011100,SENSOR_005
7.94,33.86,1.45,148.77,1,2026-05-03T07:21:46.011100,SENSOR_004
8.47,32.08,5.51,339.23,0,2026-05-03T07:22:46.011100,SENSOR_001
7.76,32.62,9.43,738.83,0,2026-05-03T07:23:46.011100,SENSOR_001
7.72,20.6,0.36,646.06,1,2026-05-03T07:24:46.011100,SENSOR_003
8.85,28.41,9.13,648.32,0,2026-05-03T07:25:46.011100,SENSOR_002
6.55,29.26,4.55,143.78,1,2026-05-03T07:26:46.011100,SENSOR_001
9.38,30.74,4.05,150.41,0,2026-05-03T07:27:46.011100,SENSOR_001
6.15,23.26,14.44,796.2,0,2026-05-03T07:28:46.011100,SENSOR_001
7.1,34.64,14.04,608.57,0,2026-05-03T07:29:46.011100,SENSOR_001
6.81,24.92,8.73,233.96,0,2026-05-03T07:30:46.011100,SENSOR_003
7.52,29.96,10.97,174.67,0,2026-05-03T07:31:46.011100,SENSOR_001
7.02,34.31,12.46,657.09,0,2026-05-03T07:32:46.011100,SENSOR_005
6.43,30.87,6.42,353.3,0,2026-05-03T07:33:46.011100,SENSOR_002
6.82,26.75,8.44,422.63,0,2026-05-03T07:34:46.011100,SENSOR_005
6.7,20.83,7.13,434.14,0,2026-05-03T07:35:46.011100,SENSOR_003
5.6,26.22,14.16,404.89,0,2026-05-03T07:36:46.011100,SENSOR_002
8.26,20.26,3.66,650.69,0,2026-05-03T07:37:46.011100,SENSOR_003
5.51,21.66,4.04,668.06,0,2026-05-03T07:38:46.011100,SENSOR_003
8.74,28.41,13.26,186.15,0,2026-05-03T07:39:46.011100,SENSOR_003
6.66,30.89,2.3,779.67,0,2026-05-03T07:40:46.011100,SENSOR_002
9.19,22.68,9.08,466.82,0,2026-05-03T07:41:46.011100,SENSOR_002
5.64,34.9,10.7,570.77,0,2026-05-03T07:42:46.011100,SENSOR_002
6.97,21.24,10.82,315.32,0,2026-05-03T07:43:46.011100,SENSOR_004
9.27,33.05,12.61,388.93,0,2026-05-03T07:44:46.011100,SENSOR_003
7.85,29.9,7.87,137.43,0,2026-05-03T07:45:46.011100,SENSOR_002
7.57,25.3,0.59,523.7,0,2026-05-03T07:46:46.011100,SENSOR_001
7.95,33.1,1.49,461.57,1,2026-05-03T07:47:46.011100,SENSOR_002
6.59,33.51,7.66,314.84,0,2026-05-03T07:48:46.011100,SENSOR_005
6.84,22.87,1.82,508.82,0,2026-05-03T07:49:46.011100,SENSOR_005
7.56,25.93,4.27,160.51,1,2026-05-03T07:50:46.011100,SENSOR_003
8.03,20.46,2.52,145.48,1,2026-05-03T07:51:46.011100,SENSOR_005
5.79,21.92,6.05,343.7,0,2026-05-03T07:52:46.011100,SENSOR_002
5.69,30.96,9.56,435.58,0,2026-05-03T07:53:46.011100,SENSOR_001
8.85,23.7,9.04,183.73,0,2026-05-03T07:54:46.011100,SENSOR_003
7.5,21.04,3.7,373.31,1,2026-05-03T07:55:46.011100,SENSOR_001
8.53,27.48,1.12,192.06,0,2026-05-03T07:56:46.011100,SENSOR_002
6.74,22.29,10.21,565.01,0,2026-05-03T07:57:46.011100,SENSOR_001
9.14,34.85,11.32,281.98,0,2026-05-03T07:58:46.011100,SENSOR_002
7.16,33.28,9.72,469.62,1,2026-05-03T07:59:46.011100,SENSOR_001
6.79,24.37,9.0,283.12,0,2026-05-03T08:00:46.011100,SENSOR_004
7.65,20.59,0.06,689.68,0,2026-05-03T08:01:46.011100,SENSOR_002
8.31,27.75,3.81,610.17,0,2026-05-03T08:02:46.011100,SENSOR_004
8.14,29.69,1.54,521.1,0,2026-05-03T08:03:46.011100,SENSOR_003
5.69,33.3,10.12,327.28,0,2026-05-03T08:04:46.011100,SENSOR_002
5.7,25.41,11.51,276.46,0,2026-05-03T08:05:46.011100,SENSOR_001
6.09,21.08,11.03,752.32,0,2026-05-03T08:06:46.011100,SENSOR_004
6.75,22.88,14.93,487.59,0,2026-05-03T08:07:46.011100,SENSOR_005
7.27,26.04,5.95,763.86,0,2026-05-03T08:08:46.011100,SENSOR_005
6.01,24.9,4.56,129.0,1,2026-05-03T08:09:46.011100,SENSOR_004
7.76,31.59,3.75,425.0,1,2026-05-03T08:10:46.011100,SENSOR_005
8.54,32.92,6.58,786.2,0,2026-05-03T08:11:46.011100,SENSOR_005
8.99,25.23,2.39,253.98,0,2026-05-03T08:12:46.011100,SENSOR_003
8.15,25.34,3.57,345.85,1,2026-05-03T08:13:46.011100,SENSOR_002
8.94,31.31,10.58,177.99,0,2026-05-03T08:14:46.011100,SENSOR_005
6.1,34.58,10.36,184.37,1,2026-05-03T08:15:46.011100,SENSOR_001
6.28,26.05,8.58,102.38,0,2026-05-03T08:16:46.011100,SENSOR_003
5.66,27.53,14.68,191.19,0,2026-05-03T08:17:46.011100,SENSOR_004
5.93,22.26,4.42,354.85,0,2026-05-03T08:18:46.011100,SENSOR_003
6.17,25.74,8.47,453.98,0,2026-05-03T08:19:46.011100,SENSOR_005
5.58,23.14,14.0,717.9,0,2026-05-03T08:20:46.011100,SENSOR_003
9.09,21.87,6.78,475.89,0,2026-05-03T08:21:46.011100,SENSOR_003
7.2,27.15,1.73,593.4,0,2026-05-03T08:22:46.011100,SENSOR_003
8.22,30.32,8.88,142.89,0,2026-05-03T08:23:46.011100,SENSOR_005
8.38,30.95,0.7,789.01,0,2026-05-03T08:24:46.011100,SENSOR_005
9.07,29.68,4.76,474.42,0,2026-05-03T08:25:46.011100,SENSOR_003
8.02,26.75,10.32,268.79,0,2026-05-03T08:26:46.011100,SENSOR_003
8.24,24.26,12.31,119.1,1,2026-05-03T08:27:46.011100,SENSOR_003
6.48,32.75,11.03,641.25,0,2026-05-03T08:28:46.011100,SENSOR_003
8.23,29.34,13.52,567.27,0,2026-05-03T08:29:46.011100,SENSOR_004
9.23,24.94,14.11,623.06,0,2026-05-03T08:30:46.011100,SENSOR_001
8.72,26.56,2.16,534.59,0,2026-05-03T08:31:46.011100,SENSOR_001
5.76,30.91,1.14,514.49,0,2026-05-03T08:32:46.011100,SENSOR_001
5.79,32.98,4.97,182.06,0,2026-05-03T08:33:46.011100,SENSOR_004
9.4,33.74,8.64,663.68,0,2026-05-03T08:34:46.011100,SENSOR_002
5.7,22.17,10.33,745.98,0,2026-05-03T08:35:46.011100,SENSOR_005
8.76,33.68,7.05,187.16,0,2026-05-03T08:36:46.011100,SENSOR_002
9.14,22.25,8.15,444.54,0,2026-05-03T08:37:46.011100,SENSOR_003
7.47,29.06,1.2,688.3,0,2026-05-03T08:38:46.011100,SENSOR_004
8.98,23.19,0.97,119.69,0,2026-05-03T08:39:46.011100,SENSOR_002
6.83,34.9,2.25,655.29,0,2026-05-03T08:40:46.011100,SENSOR_003
5.82,22.68,2.44,583.19,0,2026-05-03T08:41:46.011100,SENSOR_003
9.3,21.48,3.1,668.03,0,2026-05-03T08:42:46.011100,SENSOR_004
6.43,28.0,11.14,717.77,0,2026-05-03T08:43:46.011100,SENSOR_005
7.49,34.95,11.19,183.97,0,2026-05-03T08:44:46.011100,SENSOR_003
5.65,22.77,1.6,558.19,0,2026-05-03T08:45:46.011100,SENSOR_004
5.96,32.87,3.32,516.38,0,2026-05-03T08:46:46.011100,SENSOR_001
7.19,23.68,0.05,620.51,0,2026-05-03T08:47:46.011100,SENSOR_002
8.26,26.91,11.01,556.28,0,2026-05-03T08:48:46.011100,SENSOR_004
9.47,23.22,12.16,550.64,0,2026-05-03T08:49:46.011100,SENSOR_001
5.67,24.22,10.1,446.11,0,2026-05-03T08:50:46.011100,SENSOR_002
6.78,27.1,6.96,270.88,0,2026-05-03T08:51:46.011100,SENSOR_001
6.66,20.92,10.73,554.72,1,2026-05-03T08:52:46.011100,SENSOR_005
8.85,34.77,3.14,539.71,0,2026-05-03T08:53:46.011100,SENSOR_002
7.68,22.04,9.86,769.12,0,2026-05-03T08:54:46.011100,SENSOR_005
8.18,20.07,0.63,108.94,1,2026-05-03T08:55:46.011100,SENSOR_001
7.62,27.49,10.54,468.46,0,2026-05-03T08:56:46.011100,SENSOR_001
9.46,34.47,7.25,573.53,0,2026-05-03T08:57:46.011100,SENSOR_002
6.99,34.1,11.81,697.75,0,2026-05-03T08:58:46.011100,SENSOR_001
7.49,30.92,10.63,416.49,0,2026-05-03T08:59:46.011100,SENSOR_004
8.44,22.73,9.21,163.12,0,2026-05-03T09:00:46.011100,SENSOR_001
8.68,33.8,1.09,354.08,0,2026-05-03T09:01:46.011100,SENSOR_003
6.92,32.62,7.27,339.09,0,2026-05-03T09:02:46.011100,SENSOR_002
8.98,32.73,6.07,663.63,0,2026-05-03T09:03:46.011100,SENSOR_005
5.95,29.29,2.97,379.21,0,2026-05-03T09:04:46.011100,SENSOR_003
9.0,20.41,13.13,336.11,0,2026-05-03T09:05:46.011100,SENSOR_001
8.25,23.33,9.8,659.61,0,2026-05-03T09:06:46.011100,SENSOR_004
5.94,34.98,1.52,154.62,0,2026-05-03T09:07:46.011100,SENSOR_005
8.73,20.38,6.41,464.27,0,2026-05-03T09:08:46.011100,SENSOR_002
6.36,24.59,7.03,489.37,0,2026-05-03T09:09:46.011100,SENSOR_003
6.66,33.28,10.63,479.38,0,2026-05-03T09:10:46.011100,SENSOR_003
9.12,31.4,0.43,222.27,0,2026-05-03T09:11:46.011100,SENSOR_003
6.71,25.8,7.7,729.85,0,2026-05-03T09:12:46.011100,SENSOR_004
7.07,20.84,0.44,635.23,0,2026-05-03T09:13:46.011100,SENSOR_005
7.52,25.51,13.9,437.94,0,2026-05-03T09:14:46.011100,SENSOR_004
5.57,21.29,3.13,392.0,0,2026-05-03T09:15:46.011100,SENSOR_005
8.81,25.77,13.44,245.86,0,2026-05-03T09:16:46.011100,SENSOR_001
6.78,34.08,12.68,518.4,0,2026-05-03T09:17:46.011100,SENSOR_002
5.98,23.25,12.01,190.49,0,2026-05-03T09:18:46.011100,SENSOR_003
9.27,25.79,5.34,394.26,0,2026-05-03T09:19:46.011100,SENSOR_004
8.96,32.68,8.03,379.25,0,2026-05-03T09:20:46.011100,SENSOR_002
6.64,22.85,8.52,329.19,0,2026-05-03T09:21:46.011100,SENSOR_001
8.71,34.0,14.18,713.98,0,2026-05-03T09:22:46.011100,SENSOR_001
7.84,20.98,10.06,623.74,0,2026-05-03T09:23:46.011100,SENSOR_004
8.27,30.68,0.28,568.2,0,2026-05-03T09:24:46.011100,SENSOR_004
6.92,27.38,11.67,537.86,0,2026-05-03T09:25:46.011100,SENSOR_002
6.87,24.7,6.52,246.75,0,2026-05-03T09:26:46.011100,SENSOR_005
8.97,31.14,9.57,670.71,0,2026-05-03T09:27:46.011100,SENSOR_001
6.92,23.49,13.28,795.85,0,2026-05-03T09:28:46.011100,SENSOR_003
8.3,21.36,9.05,404.54,0,2026-05-03T09:29:46.011100,SENSOR_003
6.27,33.97,4.82,291.55,0,2026-05-03T09:30:46.011100,SENSOR_005
9.16,24.61,0.48,345.09,0,2026-05-03T09:31:46.011100,SENSOR_002
8.05,22.69,4.61,464.04,1,2026-05-03T09:32:46.011100,SENSOR_004
6.56,31.77,0.43,263.46,1,2026-05-03T09:33:46.011100,SENSOR_005
6.31,22.34,5.88,733.78,0,2026-05-03T09:34:46.011100,SENSOR_001
7.91,34.35,12.96,711.27,0,2026-05-03T09:35:46.011100,SENSOR_001
5.81,33.29,10.86,715.46,1,2026-05-03T09:36:46.011100,SENSOR_002
6.5,32.22,10.08,599.92,0,2026-05-03T09:37:46.011100,SENSOR_003
8.03,23.06,6.78,614.35,0,2026-05-03T09:38:46.011100,SENSOR_002
7.06,30.28,14.58,299.77,0,2026-05-03T09:39:46.011100,SENSOR_002
7.17,26.49,4.36,472.27,1,2026-05-03T09:40:46.011100,SENSOR_004
6.2,23.39,2.45,194.13,0,2026-05-03T09:41:46.011100,SENSOR_003
8.82,21.71,13.76,510.55,0,2026-05-03T09:42:46.011100,SENSOR_002
9.1,23.72,2.45,364.98,0,2026-05-03T09:43:46.011100,SENSOR_003
8.26,31.1,4.16,306.26,1,2026-05-03T09:44:46.011100,SENSOR_001
6.6,24.32,9.03,755.66,0,2026-05-03T09:45:46.011100,SENSOR_004
7.61,30.61,11.33,426.45,0,2026-05-03T09:46:46.011100,SENSOR_005
6.2,30.56,6.7,543.96,0,2026-05-03T09:47:46.011100,SENSOR_004
5.97,22.96,3.1,780.75,0,2026-05-03T09:48:46.011100,SENSOR_004
9.02,27.32,13.53,393.23,1,2026-05-03T09:49:46.011100,SENSOR_003
5.66,22.63,6.15,349.8,0,2026-05-03T09:50:46.011100,SENSOR_004
8.68,28.81,3.08,497.77,0,2026-05-03T09:51:46.011100,SENSOR_005
6.48,23.61,3.84,678.92,0,2026-05-03T09:52:46.011100,SENSOR_001
5.92,30.11,13.55,297.52,0,2026-05-03T09:53:46.011100,SENSOR_005
8.42,28.34,4.3,371.36,1,2026-05-03T09:54:46.011100,SENSOR_005
8.34,21.89,4.42,305.0,1,2026-05-03T09:55:46.011100,SENSOR_004
8.37,26.54,0.01,229.2,1,2026-05-03T09:56:46.011100,SENSOR_003
8.68,30.63,4.58,418.56,0,2026-05-03T09:57:46.011100,SENSOR_002
8.74,31.06,11.11,688.12,0,2026-05-03T09:58:46.011100,SENSOR_004
8.21,21.47,8.95,785.7,0,2026-05-03T09:59:46.011100,SENSOR_002
7.21,31.07,11.73,603.29,0,2026-05-03T10:00:46.011100,SENSOR_001
6.83,31.53,8.64,251.55,1,2026-05-03T10:01:46.011100,SENSOR_003
7.19,26.4,1.38,259.91,1,2026-05-03T10:02:46.011100,SENSOR_003
8.79,31.13,8.7,331.14,0,2026-05-03T10:03:46.011100,SENSOR_004
7.91,33.38,0.89,632.35,0,2026-05-03T10:04:46.011100,SENSOR_003
7.88,24.95,8.03,486.68,0,2026-05-03T10:05:46.011100,SENSOR_003
8.11,27.82,1.02,205.55,1,2026-05-03T10:06:46.011100,SENSOR_002
9.27,23.08,9.71,364.4,0,2026-05-03T10:07:46.011100,SENSOR_002
6.47,29.76,2.68,587.14,0,2026-05-03T10:08:46.011100,SENSOR_003
7.69,34.05,10.68,352.87,0,2026-05-03T10:09:46.011100,SENSOR_005
8.22,34.75,8.34,556.04,0,2026-05-03T10:10:46.011100,SENSOR_003
9.15,27.36,0.3,217.43,0,2026-05-03T10:11:46.011100,SENSOR_003
8.9,24.73,2.0,270.66,0,2026-05-03T10:12:46.011100,SENSOR_004
8.57,30.32,9.72,341.91,1,2026-05-03T10:13:46.011100,SENSOR_002
7.81,28.93,1.19,235.65,1,2026-05-03T10:14:46.011100,SENSOR_004
9.49,20.78,13.21,169.92,0,2026-05-03T10:15:46.011100,SENSOR_003
7.11,21.71,11.4,760.6,0,2026-05-03T10:16:46.011100,SENSOR_002
9.07,29.94,2.0,316.03,0,2026-05-03T10:17:46.011100,SENSOR_005
5.82,20.96,7.57,204.46,0,2026-05-03T10:18:46.011100,SENSOR_002
6.23,27.86,9.83,110.28,1,2026-05-03T10:19:46.011100,SENSOR_005
8.36,33.37,14.27,352.3,0,2026-05-03T10:20:46.011100,SENSOR_002
9.41,31.25,3.52,756.19,0,2026-05-03T10:21:46.011100,SENSOR_004
6.15,22.35,7.81,195.96,0,2026-05-03T10:22:46.011100,SENSOR_003
9.0,27.51,4.89,752.43,0,2026-05-03T10:23:46.011100,SENSOR_001
8.02,34.63,13.62,793.32,0,2026-05-03T10:24:46.011100,SENSOR_003
7.61,31.75,8.36,630.6,0,2026-05-03T10:25:46.011100,SENSOR_001
9.08,31.3,5.07,502.66,0,2026-05-03T10:26:46.011100,SENSOR_002
7.27,32.83,5.0,753.85,0,2026-05-03T10:27:46.011100,SENSOR_001
5.76,31.62,13.5,522.82,0,2026-05-03T10:28:46.011100,SENSOR_002
7.41,24.35,12.05,318.31,0,2026-05-03T10:29:46.011100,SENSOR_001
6.18,30.7,3.54,414.97,0,2026-05-03T10:30:46.011100,SENSOR_003
5.64,27.54,0.62,284.49,0,2026-05-03T10:31:46.011100,SENSOR_004
9.17,26.4,1.08,779.69,0,2026-05-03T10:32:46.011100,SENSOR_002
6.25,33.32,0.42,527.69,0,2026-05-03T10:33:46.011100,SENSOR_004
8.84,27.52,4.31,548.72,0,2026-05-03T10:34:46.011100,SENSOR_003
8.63,24.65,0.13,556.43,0,2026-05-03T10:35:46.011100,SENSOR_003
6.71,30.16,12.9,570.17,0,2026-05-03T10:36:46.011100,SENSOR_004
8.86,28.59,2.7,276.99,0,2026-05-03T10:37:46.011100,SENSOR_004
6.52,24.73,12.91,566.0,0,2026-05-03T10:38:46.011100,SENSOR_003
8.65,24.39,6.58,455.05,0,2026-05-03T10:39:46.011100,SENSOR_005
7.95,22.1,4.85,108.76,0,2026-05-03T10:40:46.011100,SENSOR_005
6.79,34.11,1.39,589.34,0,2026-05-03T10:41:46.011100,SENSOR_001
6.27,32.57,6.31,212.25,0,2026-05-03T10:42:46.011100,SENSOR_005
7.34,24.05,5.45,605.24,0,2026-05-03T10:43:46.011100,SENSOR_004
8.16,22.35,14.03,164.8,0,2026-05-03T10:44:46.011100,SENSOR_002
5.96,29.75,14.0,436.33,0,2026-05-03T10:45:46.011100,SENSOR_005
8.13,27.59,9.71,654.0,0,2026-05-03T10:46:46.011100,SENSOR_005
7.47,32.16,10.39,307.64,0,2026-05-03T10:47:46.011100,SENSOR_004
6.54,31.94,3.04,686.03,0,2026-05-03T10:48:46.011100,SENSOR_001
9.37,25.01,6.37,697.77,0,2026-05-03T10:49:46.011100,SENSOR_004
9.33,28.92,4.11,760.18,0,2026-05-03T10:50:46.011100,SENSOR_002
9.06,31.24,9.63,116.99,0,2026-05-03T10:51:46.011100,SENSOR_002
6.86,23.16,13.69,200.42,0,2026-05-03T10:52:46.011100,SENSOR_002
7.83,20.83,3.09,121.37,1,2026-05-03T10:53:46.011100,SENSOR_001
9.24,24.85,3.93,632.78,0,2026-05-03T10:54:46.011100,SENSOR_002
9.31,26.23,3.0,360.28,0,2026-05-03T10:55:46.011100,SENSOR_003
9.3,27.48,1.5,152.02,0,2026-05-03T10:56:46.011100,SENSOR_005
6.33,33.24,3.25,332.79,0,2026-05-03T10:57:46.011100,SENSOR_003
6.9,33.79,3.93,799.67,0,2026-05-03T10:58:46.011100,SENSOR_004
8.07,23.16,2.5,422.4,1,2026-05-03T10:59:46.011100,SENSOR_001
8.75,24.4,5.92,278.19,0,2026-05-03T11:00:46.011100,SENSOR_004
6.54,21.14,4.86,630.42,0,2026-05-03T11:01:46.011100,SENSOR_001
9.38,28.79,10.45,641.98,0,2026-05-03T11:02:46.011100,SENSOR_003
8.02,21.94,0.79,578.04,1,2026-05-03T11:03:46.011100,SENSOR_005
5.99,21.72,3.74,271.75,1,2026-05-03T11:04:46.011100,SENSOR_003
9.1,31.08,10.51,135.29,0,2026-05-03T11:05:46.011100,SENSOR_005
8.28,20.24,4.84,608.38,0,2026-05-03T11:06:46.011100,SENSOR_001
6.14,30.02,5.91,499.61,0,2026-05-03T11:07:46.011100,SENSOR_002
6.56,27.55,11.96,359.96,0,2026-05-03T11:08:46.011100,SENSOR_004
6.6,30.83,3.91,156.75,1,2026-05-03T11:09:46.011100,SENSOR_002
6.75,33.08,5.54,311.91,0,2026-05-03T11:10:46.011100,SENSOR_003
8.54,32.43,7.91,261.06,0,2026-05-03T11:11:46.011100,SENSOR_004
7.46,31.13,12.9,601.84,0,2026-05-03T11:12:46.011100,SENSOR_005
7.42,22.18,13.19,475.67,0,2026-05-03T11:13:46.011100,SENSOR_003
5.74,22.94,11.23,757.26,0,2026-05-03T11:14:46.011100,SENSOR_004
9.01,21.18,10.19,364.37,0,2026-05-03T11:15:46.011100,SENSOR_002
6.82,29.09,4.92,302.89,1,2026-05-03T11:16:46.011100,SENSOR_002
7.6,31.73,2.89,578.23,0,2026-05-03T11:17:46.011100,SENSOR_002
8.22,28.39,14.44,111.79,0,2026-05-03T11:18:46.011100,SENSOR_003
5.93,23.46,8.01,561.9,0,2026-05-03T11:19:46.011100,SENSOR_002
9.13,22.09,0.62,326.39,1,2026-05-03T11:20:46.011100,SENSOR_004
6.74,33.33,12.44,796.5,0,2026-05-03T11:21:46.011100,SENSOR_003
7.01,25.4,0.34,712.98,0,2026-05-03T11:22:46.011100,SENSOR_001
7.08,31.07,9.75,670.54,0,2026-05-03T11:23:46.011100,SENSOR_001
7.32,28.99,11.11,190.22,0,2026-05-03T11:24:46.011100,SENSOR_005
6.1,24.29,9.94,334.96,0,2026-05-03T11:25:46.011100,SENSOR_003
7.03,30.72,4.99,422.39,1,2026-05-03T11:26:46.011100,SENSOR_002
8.65,24.35,9.06,603.82,0,2026-05-03T11:27:46.011100,SENSOR_005
8.3,26.56,2.03,409.21,1,2026-05-03T11:28:46.011100,SENSOR_005
8.5,25.35,0.25,667.42,0,2026-05-03T11:29:46.011100,SENSOR_004
8.0,20.31,10.07,762.91,0,2026-05-03T11:30:46.011100,SENSOR_001
6.62,26.35,7.62,781.36,0,2026-05-03T11:31:46.011100,SENSOR_003
7.58,28.82,10.95,788.36,0,2026-05-03T11:32:46.011100,SENSOR_001
8.55,23.63,4.96,106.81,0,2026-05-03T11:33:46.011100,SENSOR_005
7.93,30.06,4.3,481.04,1,2026-05-03T11:34:46.011100,SENSOR_005
9.05,25.43,12.59,211.37,0,2026-05-03T11:35:46.011100,SENSOR_004
8.25,33.57,0.71,792.64,1,2026-05-03T11:36:46.011100,SENSOR_005
6.7,21.88,6.43,238.22,0,2026-05-03T11:37:46.011100,SENSOR_002
6.87,32.95,13.34,122.72,0,2026-05-03T11:38:46.011100,SENSOR_001
8.93,34.64,7.31,540.76,0,2026-05-03T11:39:46.011100,SENSOR_003
7.41,27.09,0.82,497.14,1,2026-05-03T11:40:46.011100,SENSOR_002
6.38,29.0,8.07,593.72,0,2026-05-03T11:41:46.011100,SENSOR_002
6.56,32.28,4.34,283.15,1,2026-05-03T11:42:46.011100,SENSOR_004
7.07,30.36,1.21,162.8,1,2026-05-03T11:43:46.011100,SENSOR_002
6.54,28.51,7.28,256.66,0,2026-05-03T11:44:46.011100,SENSOR_001
6.8,27.65,12.42,255.49,0,2026-05-03T11:45:46.011100,SENSOR_004
7.48,29.61,1.55,504.43,0,2026-05-03T11:46:46.011100,SENSOR_005
7.72,27.94,6.05,519.45,0,2026-05-03T11:47:46.011100,SENSOR_003
6.75,22.24,2.29,537.25,0,2026-05-03T11:48:46.011100,SENSOR_001
7.37,33.02,12.12,709.45,0,2026-05-03T11:49:46.011100,SENSOR_004
6.01,27.26,3.1,689.36,0,2026-05-03T11:50:46.011100,SENSOR_004
7.38,22.21,5.29,704.89,0,2026-05-03T11:51:46.011100,SENSOR_004
7.63,30.39,6.32,466.03,0,2026-05-03T11:52:46.011100,SENSOR_003
5.68,20.31,8.64,361.0,0,2026-05-03T11:53:46.011100,SENSOR_002
5.58,25.21,11.46,328.21,0,2026-05-03T11:54:46.011100,SENSOR_005
8.92,28.06,11.05,161.48,0,2026-05-03T11:55:46.011100,SENSOR_005
6.86,27.84,9.56,520.62,0,2026-05-03T11:56:46.011100,SENSOR_005
9.08,23.06,4.03,387.92,0,2026-05-03T11:57:46.011100,SENSOR_005
8.77,23.37,3.78,359.25,0,2026-05-03T11:58:46.011100,SENSOR_001
5.52,30.68,0.52,235.65,0,2026-05-03T11:59:46.011100,SENSOR_004
8.35,29.58,3.0,148.25,1,2026-05-03T12:00:46.011100,SENSOR_005
7.64,34.48,11.87,253.37,0,2026-05-03T12:01:46.011100,SENSOR_001
5.57,26.47,12.0,158.1,0,2026-05-03T12:02:46.011100,SENSOR_002
8.18,33.02,12.23,629.34,0,2026-05-03T12:03:46.011100,SENSOR_003
6.02,33.08,9.79,324.92,0,2026-05-03T12:04:46.011100,SENSOR_003
6.62,28.45,14.31,560.59,0,2026-05-03T12:05:46.011100,SENSOR_005
8.76,33.2,1.49,172.26,0,2026-05-03T12:06:46.011100,SENSOR_005
7.75,27.78,8.93,313.72,0,2026-05-03T12:07:46.011100,SENSOR_002
8.71,24.22,13.09,650.24,0,2026-05-03T12:08:46.011100,SENSOR_003
8.92,22.93,6.37,614.42,0,2026-05-03T12:09:46.011100,SENSOR_005
7.99,25.1,6.1,592.52,0,2026-05-03T12:10:46.011100,SENSOR_003
6.23,20.79,10.05,234.38,0,2026-05-03T12:11:46.011100,SENSOR_004
7.7,24.14,2.36,627.36,1,2026-05-03T12:12:46.011100,SENSOR_001
6.46,23.82,0.79,373.19,0,2026-05-03T12:13:46.011100,SENSOR_002
6.28,34.81,9.95,146.95,0,2026-05-03T12:14:46.011100,SENSOR_001
9.18,32.66,6.18,178.33,0,2026-05-03T12:15:46.011100,SENSOR_002
7.32,28.56,10.99,483.61,0,2026-05-03T12:16:46.011100,SENSOR_002
8.09,30.3,0.69,456.85,1,2026-05-03T12:17:46.011100,SENSOR_005
5.91,28.87,6.18,165.27,0,2026-05-03T12:18:46.011100,SENSOR_004
9.4,27.27,13.48,302.74,0,2026-05-03T12:19:46.011100,SENSOR_001
7.75,20.29,11.49,191.7,0,2026-05-03T12:20:46.011100,SENSOR_003
8.88,34.73,10.08,169.77,0,2026-05-03T12:21:46.011100,SENSOR_004
7.51,31.66,10.85,267.93,0,2026-05-03T12:22:46.011100,SENSOR_005
7.84,20.66,9.32,248.13,0,2026-05-03T12:23:46.011100,SENSOR_004
8.11,31.37,2.16,128.16,1,2026-05-03T12:24:46.011100,SENSOR_003
9.33,25.4,8.61,500.62,0,2026-05-03T12:25:46.011100,SENSOR_003
9.34,30.24,13.29,160.37,0,2026-05-03T12:26:46.011100,SENSOR_002
7.29,28.06,12.07,678.6,0,2026-05-03T12:27:46.011100,SENSOR_004
8.19,24.49,14.19,324.01,0,2026-05-03T12:28:46.011100,SENSOR_005
7.78,26.15,9.21,702.08,0,2026-05-03T12:29:46.011100,SENSOR_005
7.09,25.92,4.14,706.11,0,2026-05-03T12:30:46.011100,SENSOR_001
8.81,29.09,7.97,568.17,0,2026-05-03T12:31:46.011100,SENSOR_001
6.21,22.99,10.57,671.15,0,2026-05-03T12:32:46.011100,SENSOR_003
7.31,34.74,1.39,492.22,1,2026-05-03T12:33:46.011100,SENSOR_004
8.21,28.64,12.53,278.3,0,2026-05-03T12:34:46.011100,SENSOR_005
9.44,31.14,9.59,710.59,0,2026-05-03T12:35:46.011100,SENSOR_004
6.09,30.94,14.38,790.45,1,2026-05-03T12:36:46.011100,SENSOR_003
6.83,21.07,6.02,219.18,0,2026-05-03T12:37:46.011100,SENSOR_001
7.98,24.73,5.6,156.26,0,2026-05-03T12:38:46.011100,SENSOR_001
8.68,21.24,13.72,690.33,0,2026-05-03T12:39:46.011100,SENSOR_004
6.16,33.15,4.1,319.73,0,2026-05-03T12:40:46.011100,SENSOR_003
7.06,34.43,4.45,306.88,1,2026-05-03T12:41:46.011100,SENSOR_005
7.25,21.73,14.77,397.38,0,2026-05-03T12:42:46.011100,SENSOR_002
6.85,27.04,3.89,783.58,0,2026-05-03T12:43:46.011100,SENSOR_001
7.31,21.64,2.9,347.64,1,2026-05-03T12:44:46.011100,SENSOR_004
8.14,21.4,0.93,351.84,1,2026-05-03T12:45:46.011100,SENSOR_004
8.51,33.86,11.61,405.71,0,2026-05-03T12:46:46.011100,SENSOR_004
6.34,24.03,5.42,206.81,1,2026-05-03T12:47:46.011100,SENSOR_001
9.36,27.69,6.05,302.98,0,2026-05-03T12:48:46.011100,SENSOR_004
7.63,22.51,10.54,756.86,0,2026-05-03T12:49:46.011100,SENSOR_003
